date,sku_id,destination_dc,units_sold
2026-06-22,SKU-1001,Chennai DC,38
2026-06-23,SKU-1001,Chennai DC,39
2026-06-24,SKU-1001,Chennai DC,44
2026-06-25,SKU-1001,Chennai DC,40
2026-06-26,SKU-1001,Chennai DC,41
2026-06-27,SKU-1001,Chennai DC,42
2026-06-28,SKU-1001,Chennai DC,38
2026-06-29,SKU-1001,Chennai DC,39
2026-06-30,SKU-1001,Chennai DC,42
2026-07-01,SKU-1001,Chennai DC,45
2026-07-02,SKU-1001,Chennai DC,34
2026-07-03,SKU-1001,Chennai DC,38
2026-07-04,SKU-1001,Chennai DC,39
2026-07-05,SKU-1001,Chennai DC,36
2026-07-06,SKU-1001,Chennai DC,46
2026-07-07,SKU-1001,Chennai DC,37
2026-07-08,SKU-1001,Chennai DC,43
2026-07-09,SKU-1001,Chennai DC,35
2026-07-10,SKU-1001,Chennai DC,41
2026-07-11,SKU-1001,Chennai DC,42
2026-07-12,SKU-1001,Chennai DC,41
2026-07-13,SKU-1001,Chennai DC,34
2026-07-14,SKU-1001,Chennai DC,38
2026-07-15,SKU-1001,Chennai DC,38
2026-07-16,SKU-1001,Chennai DC,40
2026-07-17,SKU-1001,Chennai DC,41
2026-07-18,SKU-1001,Chennai DC,38
2026-07-19,SKU-1001,Chennai DC,43
2026-07-20,SKU-1001,Chennai DC,43
2026-07-21,SKU-1001,Chennai DC,39
2026-07-22,SKU-1001,Chennai DC,46
2026-07-23,SKU-1001,Chennai DC,46
2026-07-24,SKU-1001,Chennai DC,41
2026-07-25,SKU-1001,Chennai DC,43
2026-07-26,SKU-1001,Chennai DC,55
2026-07-27,SKU-1001,Chennai DC,57
2026-07-28,SKU-1001,Chennai DC,73
2026-07-29,SKU-1001,Chennai DC,64
2026-07-30,SKU-1001,Chennai DC,67
2026-07-31,SKU-1001,Chennai DC,60
2026-08-01,SKU-1001,Chennai DC,58
2026-08-02,SKU-1001,Chennai DC,62
2026-08-03,SKU-1001,Chennai DC,70
2026-08-04,SKU-1001,Chennai DC,57
2026-08-05,SKU-1001,Chennai DC,58
2026-08-06,SKU-1001,Chennai DC,65
2026-08-07,SKU-1001,Chennai DC,70
2026-08-08,SKU-1001,Chennai DC,69
2026-08-09,SKU-1001,Chennai DC,58
2026-08-10,SKU-1001,Chennai DC,56
2026-08-11,SKU-1001,Chennai DC,60
2026-08-12,SKU-1001,Chennai DC,58
2026-08-13,SKU-1001,Chennai DC,61
2026-08-14,SKU-1001,Chennai DC,59
2026-08-15,SKU-1001,Chennai DC,61
2026-05-18,SKU-1001,Siliguri DC,27
2026-05-19,SKU-1001,Siliguri DC,31
2026-05-20,SKU-1001,Siliguri DC,31
2026-05-21,SKU-1001,Siliguri DC,28
2026-05-22,SKU-1001,Siliguri DC,29
2026-05-23,SKU-1001,Siliguri DC,27
2026-05-24,SKU-1001,Siliguri DC,27
2026-05-25,SKU-1001,Siliguri DC,26
2026-05-26,SKU-1001,Siliguri DC,30
2026-05-27,SKU-1001,Siliguri DC,31
2026-05-28,SKU-1001,Siliguri DC,31
2026-05-29,SKU-1001,Siliguri DC,27
2026-05-30,SKU-1001,Siliguri DC,28
2026-05-31,SKU-1001,Siliguri DC,28
2026-06-01,SKU-1001,Siliguri DC,31
2026-06-02,SKU-1001,Siliguri DC,26
2026-06-03,SKU-1001,Siliguri DC,25
2026-06-04,SKU-1001,Siliguri DC,29
2026-06-05,SKU-1001,Siliguri DC,26
2026-06-06,SKU-1001,Siliguri DC,32
2026-06-07,SKU-1001,Siliguri DC,26
2026-06-08,SKU-1001,Siliguri DC,31
2026-06-09,SKU-1001,Siliguri DC,32
2026-06-10,SKU-1001,Siliguri DC,25
2026-06-11,SKU-1001,Siliguri DC,26
2026-06-12,SKU-1001,Siliguri DC,27
2026-06-13,SKU-1001,Siliguri DC,31
2026-06-14,SKU-1001,Siliguri DC,26
2026-06-15,SKU-1001,Siliguri DC,30
2026-06-16,SKU-1001,Siliguri DC,27
2026-06-17,SKU-1001,Siliguri DC,27
2026-06-18,SKU-1001,Siliguri DC,29
2026-06-19,SKU-1001,Siliguri DC,31
2026-06-20,SKU-1001,Siliguri DC,30
2026-06-21,SKU-1001,Siliguri DC,25
2026-06-22,SKU-1001,Siliguri DC,28
2026-06-23,SKU-1001,Siliguri DC,31
2026-06-24,SKU-1001,Siliguri DC,26
2026-06-25,SKU-1001,Siliguri DC,32
2026-06-26,SKU-1001,Siliguri DC,25
2026-06-27,SKU-1001,Siliguri DC,26
2026-06-28,SKU-1001,Siliguri DC,29
2026-06-29,SKU-1001,Siliguri DC,27
2026-06-30,SKU-1001,Siliguri DC,28
2026-07-01,SKU-1001,Siliguri DC,26
2026-07-02,SKU-1001,Siliguri DC,29
2026-07-03,SKU-1001,Siliguri DC,28
2026-07-04,SKU-1001,Siliguri DC,27
2026-07-05,SKU-1001,Siliguri DC,30
2026-07-06,SKU-1001,Siliguri DC,27
2026-07-07,SKU-1001,Siliguri DC,29
2026-07-08,SKU-1001,Siliguri DC,29
2026-07-09,SKU-1001,Siliguri DC,31
2026-07-10,SKU-1001,Siliguri DC,28
2026-07-11,SKU-1001,Siliguri DC,30
2026-07-12,SKU-1001,Siliguri DC,27
2026-07-13,SKU-1001,Siliguri DC,29
2026-07-14,SKU-1001,Siliguri DC,32
2026-07-15,SKU-1001,Siliguri DC,24
2026-07-16,SKU-1001,Siliguri DC,26
2026-07-17,SKU-1001,Siliguri DC,25
2026-07-18,SKU-1001,Siliguri DC,27
2026-07-19,SKU-1001,Siliguri DC,30
2026-07-20,SKU-1001,Siliguri DC,26
2026-07-21,SKU-1001,Siliguri DC,25
2026-07-22,SKU-1001,Siliguri DC,32
2026-07-23,SKU-1001,Siliguri DC,26
2026-07-24,SKU-1001,Siliguri DC,29
2026-07-25,SKU-1001,Siliguri DC,32
2026-07-26,SKU-1001,Siliguri DC,47
2026-07-27,SKU-1001,Siliguri DC,40
2026-07-28,SKU-1001,Siliguri DC,47
2026-07-29,SKU-1001,Siliguri DC,43
2026-07-30,SKU-1001,Siliguri DC,44
2026-07-31,SKU-1001,Siliguri DC,39
2026-08-01,SKU-1001,Siliguri DC,42
2026-08-02,SKU-1001,Siliguri DC,46
2026-08-03,SKU-1001,Siliguri DC,47
2026-08-04,SKU-1001,Siliguri DC,48
2026-08-05,SKU-1001,Siliguri DC,42
2026-08-06,SKU-1001,Siliguri DC,42
2026-08-07,SKU-1001,Siliguri DC,45
2026-08-08,SKU-1001,Siliguri DC,44
2026-08-09,SKU-1001,Siliguri DC,42
2026-08-10,SKU-1001,Siliguri DC,46
2026-08-11,SKU-1001,Siliguri DC,47
2026-08-12,SKU-1001,Siliguri DC,45
2026-08-13,SKU-1001,Siliguri DC,39
2026-08-14,SKU-1001,Siliguri DC,49
2026-08-15,SKU-1001,Siliguri DC,38
2026-05-18,SKU-1002,Pune DC,22
2026-05-19,SKU-1002,Pune DC,27
2026-05-20,SKU-1002,Pune DC,22
2026-05-21,SKU-1002,Pune DC,26
2026-05-22,SKU-1002,Pune DC,26
2026-05-23,SKU-1002,Pune DC,22
2026-05-24,SKU-1002,Pune DC,21
2026-05-25,SKU-1002,Pune DC,27
2026-05-26,SKU-1002,Pune DC,23
2026-05-27,SKU-1002,Pune DC,27
2026-05-28,SKU-1002,Pune DC,23
2026-05-29,SKU-1002,Pune DC,21
2026-05-30,SKU-1002,Pune DC,22
2026-05-31,SKU-1002,Pune DC,22
2026-06-01,SKU-1002,Pune DC,23
2026-06-02,SKU-1002,Pune DC,25
2026-06-03,SKU-1002,Pune DC,22
2026-06-04,SKU-1002,Pune DC,25
2026-06-05,SKU-1002,Pune DC,25
2026-06-06,SKU-1002,Pune DC,23
2026-06-07,SKU-1002,Pune DC,24
2026-06-08,SKU-1002,Pune DC,21
2026-06-09,SKU-1002,Pune DC,27
2026-06-10,SKU-1002,Pune DC,25
2026-06-11,SKU-1002,Pune DC,23
2026-06-12,SKU-1002,Pune DC,26
2026-06-13,SKU-1002,Pune DC,21
2026-06-14,SKU-1002,Pune DC,26
2026-06-15,SKU-1002,Pune DC,26
2026-06-16,SKU-1002,Pune DC,23
2026-06-17,SKU-1002,Pune DC,21
2026-06-18,SKU-1002,Pune DC,27
2026-06-19,SKU-1002,Pune DC,27
2026-06-20,SKU-1002,Pune DC,26
2026-06-21,SKU-1002,Pune DC,20
2026-06-22,SKU-1002,Pune DC,23
2026-06-23,SKU-1002,Pune DC,21
2026-06-24,SKU-1002,Pune DC,22
2026-06-25,SKU-1002,Pune DC,23
2026-06-26,SKU-1002,Pune DC,21
2026-06-27,SKU-1002,Pune DC,27
2026-06-28,SKU-1002,Pune DC,25
2026-06-29,SKU-1002,Pune DC,22
2026-06-30,SKU-1002,Pune DC,23
2026-07-01,SKU-1002,Pune DC,26
2026-07-02,SKU-1002,Pune DC,24
2026-07-03,SKU-1002,Pune DC,22
2026-07-04,SKU-1002,Pune DC,21
2026-07-05,SKU-1002,Pune DC,26
2026-07-06,SKU-1002,Pune DC,25
2026-07-07,SKU-1002,Pune DC,27
2026-07-08,SKU-1002,Pune DC,23
2026-07-09,SKU-1002,Pune DC,25
2026-07-10,SKU-1002,Pune DC,25
2026-07-11,SKU-1002,Pune DC,22
2026-07-12,SKU-1002,Pune DC,24
2026-07-13,SKU-1002,Pune DC,21
2026-07-14,SKU-1002,Pune DC,26
2026-07-15,SKU-1002,Pune DC,27
2026-07-16,SKU-1002,Pune DC,21
2026-07-17,SKU-1002,Pune DC,24
2026-07-18,SKU-1002,Pune DC,21
2026-07-19,SKU-1002,Pune DC,23
2026-07-20,SKU-1002,Pune DC,26
2026-07-21,SKU-1002,Pune DC,27
2026-07-22,SKU-1002,Pune DC,25
2026-07-23,SKU-1002,Pune DC,23
2026-07-24,SKU-1002,Pune DC,23
2026-07-25,SKU-1002,Pune DC,24
2026-07-26,SKU-1002,Pune DC,24
2026-07-27,SKU-1002,Pune DC,25
2026-07-28,SKU-1002,Pune DC,21
2026-07-29,SKU-1002,Pune DC,25
2026-07-30,SKU-1002,Pune DC,22
2026-07-31,SKU-1002,Pune DC,26
2026-08-01,SKU-1002,Pune DC,26
2026-08-02,SKU-1002,Pune DC,23
2026-08-03,SKU-1002,Pune DC,25
2026-08-04,SKU-1002,Pune DC,22
2026-08-05,SKU-1002,Pune DC,27
2026-08-06,SKU-1002,Pune DC,21
2026-08-07,SKU-1002,Pune DC,24
2026-08-08,SKU-1002,Pune DC,22
2026-08-09,SKU-1002,Pune DC,25
2026-08-10,SKU-1002,Pune DC,22
2026-08-11,SKU-1002,Pune DC,22
2026-08-12,SKU-1002,Pune DC,27
2026-08-13,SKU-1002,Pune DC,22
2026-08-14,SKU-1002,Pune DC,23
2026-08-15,SKU-1002,Pune DC,26
2026-05-18,SKU-1002,Chennai DC,19
2026-05-19,SKU-1002,Chennai DC,22
2026-05-20,SKU-1002,Chennai DC,18
2026-05-21,SKU-1002,Chennai DC,19
2026-05-22,SKU-1002,Chennai DC,17
2026-05-23,SKU-1002,Chennai DC,20
2026-05-24,SKU-1002,Chennai DC,19
2026-05-25,SKU-1002,Chennai DC,21
2026-05-26,SKU-1002,Chennai DC,21
2026-05-27,SKU-1002,Chennai DC,20
2026-05-28,SKU-1002,Chennai DC,22
2026-05-29,SKU-1002,Chennai DC,19
2026-05-30,SKU-1002,Chennai DC,22
2026-05-31,SKU-1002,Chennai DC,22
2026-06-01,SKU-1002,Chennai DC,17
2026-06-02,SKU-1002,Chennai DC,21
2026-06-03,SKU-1002,Chennai DC,23
2026-06-04,SKU-1002,Chennai DC,22
2026-06-05,SKU-1002,Chennai DC,20
2026-06-06,SKU-1002,Chennai DC,20
2026-06-07,SKU-1002,Chennai DC,22
2026-06-08,SKU-1002,Chennai DC,20
2026-06-09,SKU-1002,Chennai DC,18
2026-06-10,SKU-1002,Chennai DC,21
2026-06-11,SKU-1002,Chennai DC,18
2026-06-12,SKU-1002,Chennai DC,18
2026-06-13,SKU-1002,Chennai DC,19
2026-06-14,SKU-1002,Chennai DC,18
2026-06-15,SKU-1002,Chennai DC,21
2026-06-16,SKU-1002,Chennai DC,18
2026-06-17,SKU-1002,Chennai DC,19
2026-06-18,SKU-1002,Chennai DC,22
2026-06-19,SKU-1002,Chennai DC,19
2026-06-20,SKU-1002,Chennai DC,17
2026-06-21,SKU-1002,Chennai DC,20
2026-06-22,SKU-1002,Chennai DC,17
2026-06-23,SKU-1002,Chennai DC,19
2026-06-24,SKU-1002,Chennai DC,21
2026-06-25,SKU-1002,Chennai DC,19
2026-06-26,SKU-1002,Chennai DC,19
2026-06-27,SKU-1002,Chennai DC,17
2026-06-28,SKU-1002,Chennai DC,23
2026-06-29,SKU-1002,Chennai DC,19
2026-06-30,SKU-1002,Chennai DC,18
2026-07-01,SKU-1002,Chennai DC,18
2026-07-02,SKU-1002,Chennai DC,19
2026-07-03,SKU-1002,Chennai DC,19
2026-07-04,SKU-1002,Chennai DC,20
2026-07-05,SKU-1002,Chennai DC,20
2026-07-06,SKU-1002,Chennai DC,20
2026-07-07,SKU-1002,Chennai DC,22
2026-07-08,SKU-1002,Chennai DC,21
2026-07-09,SKU-1002,Chennai DC,21
2026-07-10,SKU-1002,Chennai DC,22
2026-07-11,SKU-1002,Chennai DC,17
2026-07-12,SKU-1002,Chennai DC,20
2026-07-13,SKU-1002,Chennai DC,17
2026-07-14,SKU-1002,Chennai DC,19
2026-07-15,SKU-1002,Chennai DC,20
2026-07-16,SKU-1002,Chennai DC,23
2026-07-17,SKU-1002,Chennai DC,22
2026-07-18,SKU-1002,Chennai DC,17
2026-07-19,SKU-1002,Chennai DC,22
2026-07-20,SKU-1002,Chennai DC,18
2026-07-21,SKU-1002,Chennai DC,22
2026-07-22,SKU-1002,Chennai DC,22
2026-07-23,SKU-1002,Chennai DC,18
2026-07-24,SKU-1002,Chennai DC,21
2026-07-25,SKU-1002,Chennai DC,21
2026-07-26,SKU-1002,Chennai DC,17
2026-07-27,SKU-1002,Chennai DC,19
2026-07-28,SKU-1002,Chennai DC,22
2026-07-29,SKU-1002,Chennai DC,23
2026-07-30,SKU-1002,Chennai DC,22
2026-07-31,SKU-1002,Chennai DC,17
2026-08-01,SKU-1002,Chennai DC,18
2026-08-02,SKU-1002,Chennai DC,21
2026-08-03,SKU-1002,Chennai DC,20
2026-08-04,SKU-1002,Chennai DC,18
2026-08-05,SKU-1002,Chennai DC,19
2026-08-06,SKU-1002,Chennai DC,21
2026-08-07,SKU-1002,Chennai DC,20
2026-08-08,SKU-1002,Chennai DC,22
2026-08-09,SKU-1002,Chennai DC,17
2026-08-10,SKU-1002,Chennai DC,18
2026-08-11,SKU-1002,Chennai DC,19
2026-08-12,SKU-1002,Chennai DC,20
2026-08-13,SKU-1002,Chennai DC,19
2026-08-14,SKU-1002,Chennai DC,19
2026-08-15,SKU-1002,Chennai DC,19
2026-05-18,SKU-1002,Siliguri DC,16
2026-05-19,SKU-1002,Siliguri DC,15
2026-05-20,SKU-1002,Siliguri DC,15
2026-05-21,SKU-1002,Siliguri DC,14
2026-05-22,SKU-1002,Siliguri DC,13
2026-05-23,SKU-1002,Siliguri DC,13
2026-05-24,SKU-1002,Siliguri DC,16
2026-05-25,SKU-1002,Siliguri DC,12
2026-05-26,SKU-1002,Siliguri DC,14
2026-05-27,SKU-1002,Siliguri DC,15
2026-05-28,SKU-1002,Siliguri DC,15
2026-05-29,SKU-1002,Siliguri DC,15
2026-05-30,SKU-1002,Siliguri DC,16
2026-05-31,SKU-1002,Siliguri DC,15
2026-06-01,SKU-1002,Siliguri DC,14
2026-06-02,SKU-1002,Siliguri DC,15
2026-06-03,SKU-1002,Siliguri DC,15
2026-06-04,SKU-1002,Siliguri DC,14
2026-06-05,SKU-1002,Siliguri DC,15
2026-06-06,SKU-1002,Siliguri DC,14
2026-06-07,SKU-1002,Siliguri DC,14
2026-06-08,SKU-1002,Siliguri DC,16
2026-06-09,SKU-1002,Siliguri DC,13
2026-06-10,SKU-1002,Siliguri DC,16
2026-06-11,SKU-1002,Siliguri DC,15
2026-06-12,SKU-1002,Siliguri DC,14
2026-06-13,SKU-1002,Siliguri DC,15
2026-06-14,SKU-1002,Siliguri DC,13
2026-06-15,SKU-1002,Siliguri DC,13
2026-06-16,SKU-1002,Siliguri DC,15
2026-06-17,SKU-1002,Siliguri DC,14
2026-06-18,SKU-1002,Siliguri DC,14
2026-06-19,SKU-1002,Siliguri DC,14
2026-06-20,SKU-1002,Siliguri DC,13
2026-06-21,SKU-1002,Siliguri DC,15
2026-06-22,SKU-1002,Siliguri DC,14
2026-06-23,SKU-1002,Siliguri DC,14
2026-06-24,SKU-1002,Siliguri DC,16
2026-06-25,SKU-1002,Siliguri DC,14
2026-06-26,SKU-1002,Siliguri DC,12
2026-06-27,SKU-1002,Siliguri DC,16
2026-06-28,SKU-1002,Siliguri DC,12
2026-06-29,SKU-1002,Siliguri DC,15
2026-06-30,SKU-1002,Siliguri DC,15
2026-07-01,SKU-1002,Siliguri DC,14
2026-07-02,SKU-1002,Siliguri DC,13
2026-07-03,SKU-1002,Siliguri DC,13
2026-07-04,SKU-1002,Siliguri DC,12
2026-07-05,SKU-1002,Siliguri DC,15
2026-07-06,SKU-1002,Siliguri DC,12
2026-07-07,SKU-1002,Siliguri DC,14
2026-07-08,SKU-1002,Siliguri DC,15
2026-07-09,SKU-1002,Siliguri DC,15
2026-07-10,SKU-1002,Siliguri DC,13
2026-07-11,SKU-1002,Siliguri DC,13
2026-07-12,SKU-1002,Siliguri DC,12
2026-07-13,SKU-1002,Siliguri DC,13
2026-07-14,SKU-1002,Siliguri DC,13
2026-07-15,SKU-1002,Siliguri DC,13
2026-07-16,SKU-1002,Siliguri DC,13
2026-07-17,SKU-1002,Siliguri DC,15
2026-07-18,SKU-1002,Siliguri DC,14
2026-07-19,SKU-1002,Siliguri DC,13
2026-07-20,SKU-1002,Siliguri DC,13
2026-07-21,SKU-1002,Siliguri DC,16
2026-07-22,SKU-1002,Siliguri DC,15
2026-07-23,SKU-1002,Siliguri DC,12
2026-07-24,SKU-1002,Siliguri DC,12
2026-07-25,SKU-1002,Siliguri DC,14
2026-07-26,SKU-1002,Siliguri DC,13
2026-07-27,SKU-1002,Siliguri DC,15
2026-07-28,SKU-1002,Siliguri DC,15
2026-07-29,SKU-1002,Siliguri DC,13
2026-07-30,SKU-1002,Siliguri DC,14
2026-07-31,SKU-1002,Siliguri DC,14
2026-08-01,SKU-1002,Siliguri DC,14
2026-08-02,SKU-1002,Siliguri DC,13
2026-08-03,SKU-1002,Siliguri DC,16
2026-08-04,SKU-1002,Siliguri DC,14
2026-08-05,SKU-1002,Siliguri DC,13
2026-08-06,SKU-1002,Siliguri DC,12
2026-08-07,SKU-1002,Siliguri DC,14
2026-08-08,SKU-1002,Siliguri DC,14
2026-08-09,SKU-1002,Siliguri DC,15
2026-08-10,SKU-1002,Siliguri DC,15
2026-08-11,SKU-1002,Siliguri DC,13
2026-08-12,SKU-1002,Siliguri DC,12
2026-08-13,SKU-1002,Siliguri DC,16
2026-08-14,SKU-1002,Siliguri DC,14
2026-08-15,SKU-1002,Siliguri DC,13
2026-05-18,SKU-1003,Pune DC,32
2026-05-19,SKU-1003,Pune DC,29
2026-05-20,SKU-1003,Pune DC,27
2026-05-21,SKU-1003,Pune DC,29
2026-05-22,SKU-1003,Pune DC,29
2026-05-23,SKU-1003,Pune DC,27
2026-05-24,SKU-1003,Pune DC,34
2026-05-25,SKU-1003,Pune DC,33
2026-05-26,SKU-1003,Pune DC,28
2026-05-27,SKU-1003,Pune DC,27
2026-05-28,SKU-1003,Pune DC,33
2026-05-29,SKU-1003,Pune DC,31
2026-05-30,SKU-1003,Pune DC,30
2026-05-31,SKU-1003,Pune DC,27
2026-06-01,SKU-1003,Pune DC,34
2026-06-02,SKU-1003,Pune DC,34
2026-06-03,SKU-1003,Pune DC,26
2026-06-04,SKU-1003,Pune DC,28
2026-06-05,SKU-1003,Pune DC,31
2026-06-06,SKU-1003,Pune DC,33
2026-06-07,SKU-1003,Pune DC,30
2026-06-08,SKU-1003,Pune DC,26
2026-06-09,SKU-1003,Pune DC,30
2026-06-10,SKU-1003,Pune DC,29
2026-06-11,SKU-1003,Pune DC,28
2026-06-12,SKU-1003,Pune DC,32
2026-06-13,SKU-1003,Pune DC,31
2026-06-14,SKU-1003,Pune DC,30
2026-06-15,SKU-1003,Pune DC,34
2026-06-16,SKU-1003,Pune DC,33
2026-06-17,SKU-1003,Pune DC,28
2026-06-18,SKU-1003,Pune DC,28
2026-06-19,SKU-1003,Pune DC,34
2026-06-20,SKU-1003,Pune DC,28
2026-06-21,SKU-1003,Pune DC,27
2026-06-22,SKU-1003,Pune DC,28
2026-06-23,SKU-1003,Pune DC,34
2026-06-24,SKU-1003,Pune DC,31
2026-06-25,SKU-1003,Pune DC,27
2026-06-26,SKU-1003,Pune DC,30
2026-06-27,SKU-1003,Pune DC,29
2026-06-28,SKU-1003,Pune DC,28
2026-06-29,SKU-1003,Pune DC,34
2026-06-30,SKU-1003,Pune DC,32
2026-07-01,SKU-1003,Pune DC,31
2026-07-02,SKU-1003,Pune DC,32
2026-07-03,SKU-1003,Pune DC,33
2026-07-04,SKU-1003,Pune DC,28
2026-07-05,SKU-1003,Pune DC,31
2026-07-06,SKU-1003,Pune DC,30
2026-07-07,SKU-1003,Pune DC,34
2026-07-08,SKU-1003,Pune DC,26
2026-07-09,SKU-1003,Pune DC,29
2026-07-10,SKU-1003,Pune DC,29
2026-07-11,SKU-1003,Pune DC,30
2026-07-12,SKU-1003,Pune DC,27
2026-07-13,SKU-1003,Pune DC,27
2026-07-14,SKU-1003,Pune DC,27
2026-07-15,SKU-1003,Pune DC,29
2026-07-16,SKU-1003,Pune DC,26
2026-07-17,SKU-1003,Pune DC,33
2026-07-18,SKU-1003,Pune DC,30
2026-07-19,SKU-1003,Pune DC,27
2026-07-20,SKU-1003,Pune DC,27
2026-07-21,SKU-1003,Pune DC,33
2026-07-22,SKU-1003,Pune DC,30
2026-07-23,SKU-1003,Pune DC,29
2026-07-24,SKU-1003,Pune DC,30
2026-07-25,SKU-1003,Pune DC,30
2026-07-26,SKU-1003,Pune DC,29
